,Date,Envi,Fuji,Gala,type,region
38,9/4/2017,160,190,0,organic,Spain
39,2/4/2017,885,362,0,organic,Spain
40,26/3/2017,166,263,0,organic,Spain
41,19/3/2017,503,176,0,organic,Spain
42,12/3/2017,124,207,0,organic,Spain
43,5/3/2017,241,209,0,organic,Spain
44,26/2/2017,508,240,0,organic,Spain
45,19/2/2017,1050,141,0,organic,Spain
46,12/2/2017,120,171,0,organic,Spain
47,5/2/2017,27,223,0,organic,Spain
48,29/1/2017,33,123,0,organic,Spain
49,22/1/2017,79,128,0,organic,Spain
50,15/1/2017,82,328,0,organic,Spain
51,8/1/2017,63,478,0,organic,Spain
52,1/1/2017,72,193,0,organic,Spain
0,31/12/2017,331,3474,0,organic,China
1,24/12/2017,443,4328,0,organic,China
2,17/12/2017,344,3504,0,organic,China
3,10/12/2017,332,3556,0,organic,China
4,3/12/2017,381,3883,0,organic,China
5,26/11/2017,344,3863,0,organic,China
6,19/11/2017,186,4241,0,organic,China
7,12/11/2017,199,4260,0,organic,China
8,5/11/2017,447,3686,0,organic,China
9,29/10/2017,319,3788,0,organic,China
10,22/10/2017,390,4323,0,organic,China
11,15/10/2017,345,4739,0,organic,China
12,8/10/2017,371,4536,0,organic,China
13,1/10/2017,544,4724,0,organic,China
14,24/9/2017,507,5069,0,organic,China
15,17/9/2017,521,5064,0,organic,China
16,10/9/2017,599,5931,0,organic,China
17,3/9/2017,538,5589,0,organic,China
18,27/8/2017,639,6918,0,organic,China
19,20/8/2017,588,6921,0,organic,China
20,13/8/2017,517,5400,0,organic,China
21,6/8/2017,452,5642,0,organic,China
22,30/7/2017,432,6137,0,organic,China
23,23/7/2017,610,7547,0,organic,China
24,16/7/2017,472,7657,0,organic,China
25,9/7/2017,565,10264,0,organic,China
26,2/7/2017,674,9001,0,organic,China
27,25/6/2017,608,7833,0,organic,China
28,18/6/2017,852,9300,0,organic,China
29,11/6/2017,1251,6518,0,organic,China
30,4/6/2017,1464,5927,0,organic,China
31,28/5/2017,1302,6521,0,organic,China
32,21/5/2017,1307,7475,0,organic,China
33,14/5/2017,988,7008,0,organic,China
34,7/5/2017,339,7980,0,organic,China
35,30/4/2017,1488,7557,0,organic,China
36,23/4/2017,1705,7074,0,organic,China
37,16/4/2017,1593,7034,0,organic,China
38,9/4/2017,1359,5782,0,organic,China
39,2/4/2017,1253,6360,0,organic,China
40,26/3/2017,1653,5804,0,organic,China
41,19/3/2017,1756,4657,0,organic,China
42,12/3/2017,2141,4783,0,organic,China
43,5/3/2017,2078,4175,0,organic,China
44,26/2/2017,1111,3495,0,organic,China
45,19/2/2017,1388,3402,0,organic,China
46,12/2/2017,1085,4062,0,organic,China
47,5/2/2017,1418,4209,0,organic,China
48,29/1/2017,1103,4182,0,organic,China
49,22/1/2017,1122,4739,0,organic,China
50,15/1/2017,1129,3583,0,organic,China
51,8/1/2017,1456,5317,0,organic,China
52,1/1/2017,957,2863,0,organic,China
0,31/12/2017,1177,7959,122,organic,USA
1,24/12/2017,919,5886,89,organic,USA
2,17/12/2017,1257,7053,50,organic,USA
3,10/12/2017,1980,6934,74,organic,USA
4,3/12/2017,1416,7869,76,organic,USA
5,26/11/2017,883,6846,64,organic,USA
6,19/11/2017,840,7176,75,organic,USA
7,12/11/2017,823,7144,106,organic,USA
8,5/11/2017,1135,8054,76,organic,USA
9,29/10/2017,987,9122,99,organic,USA
10,22/10/2017,815,10255,71,organic,USA
11,15/10/2017,940,8822,69,organic,USA
12,8/10/2017,2811,6844,81,organic,USA
13,1/10/2017,2864,5844,56,organic,USA
14,24/9/2017,2667,6252,94,organic,USA
15,17/9/2017,2003,8037,72,organic,USA
16,10/9/2017,2319,8702,103,organic,USA
17,3/9/2017,4534,8345,134,organic,USA
18,27/8/2017,4098,8674,67,organic,USA
19,20/8/2017,925,8273,115,organic,USA
20,13/8/2017,1100,6739,162,organic,USA
21,6/8/2017,1373,10747,148,organic,USA
22,30/7/2017,1117,8371,115,organic,USA
23,23/7/2017,763,8833,131,organic,USA
24,16/7/2017,846,4836,168,organic,USA
25,9/7/2017,1270,7508,197,organic,USA
26,2/7/2017,1028,12583,209,organic,USA
27,25/6/2017,792,11006,180,organic,USA
28,18/6/2017,964,11778,142,organic,USA
29,11/6/2017,1138,11798,140,organic,USA
30,4/6/2017,1030,13921,217,organic,USA
31,28/5/2017,1010,13031,181,organic,USA
32,21/5/2017,1035,10983,206,organic,USA
33,14/5/2017,1026,12714,263,organic,USA
34,7/5/2017,964,9976,229,organic,USA
35,30/4/2017,1413,11979,193,organic,USA
36,23/4/2017,809,11476,188,organic,USA
37,16/4/2017,1248,11854,399,organic,USA
38,9/4/2017,854,10376,270,organic,USA
39,2/4/2017,1558,11581,276,organic,USA
40,26/3/2017,1316,9686,333,organic,USA
41,19/3/2017,1109,7239,227,organic,USA
42,12/3/2017,1147,6981,271,organic,USA
43,5/3/2017,1280,8000,235,organic,USA
44,26/2/2017,1274,7291,302,organic,USA
45,19/2/2017,1775,10428,262,organic,USA
46,12/2/2017,1309,7234,245,organic,USA
47,5/2/2017,1374,6611,203,organic,USA
48,29/1/2017,1051,7817,331,organic,USA
49,22/1/2017,1219,8061,346,organic,USA
50,15/1/2017,1359,8446,295,organic,USA
51,8/1/2017,1325,7679,445,organic,USA
52,1/1/2017,1420,6298,325,organic,USA
0,31/12/2017,78,646,0,organic,UK
1,24/12/2017,60,650,0,organic,UK
2,17/12/2017,28,552,0,organic,UK
3,10/12/2017,53,566,0,organic,UK
4,3/12/2017,35,387,0,organic,UK
5,26/11/2017,50,620,0,organic,UK
6,19/11/2017,56,539,0,organic,UK
7,12/11/2017,47,484,0,organic,UK
8,5/11/2017,45,505,0,organic,UK
9,29/10/2017,52,511,0,organic,UK
10,22/10/2017,41,543,0,organic,UK
11,15/10/2017,34,523,0,organic,UK
12,8/10/2017,63,574,0,organic,UK
13,1/10/2017,58,474,0,organic,UK
14,24/9/2017,64,535,0,organic,UK
15,17/9/2017,67,564,0,organic,UK
16,10/9/2017,76,540,0,organic,UK
17,3/9/2017,110,618,0,organic,UK
18,27/8/2017,111,504,0,organic,UK
19,20/8/2017,108,623,0,organic,UK
20,13/8/2017,71,603,0,organic,UK
21,6/8/2017,81,597,0,organic,UK
22,30/7/2017,52,722,0,organic,UK
23,23/7/2017,52,546,0,organic,UK
24,16/7/2017,74,680,0,organic,UK
25,9/7/2017,60,767,0,organic,UK
26,2/7/2017,42,1111,0,organic,UK
27,25/6/2017,53,935,0,organic,UK
28,18/6/2017,48,745,0,organic,UK
29,11/6/2017,25,637,0,organic,UK
30,4/6/2017,72,652,0,organic,UK
31,28/5/2017,14,684,0,organic,UK
32,21/5/2017,16,660,0,organic,UK
33,14/5/2017,8,681,0,organic,UK
34,7/5/2017,12,634,0,organic,UK
35,30/4/2017,20,603,0,organic,UK
36,23/4/2017,12,570,0,organic,UK
37,16/4/2017,36,568,0,organic,UK
38,9/4/2017,17,526,0,organic,UK
39,2/4/2017,17,677,0,organic,UK
40,26/3/2017,9,541,0,organic,UK
41,19/3/2017,6,539,0,organic,UK
42,12/3/2017,8,483,0,organic,UK
43,5/3/2017,19,604,0,organic,UK
44,26/2/2017,21,393,0,organic,UK
45,19/2/2017,11,404,0,organic,UK
46,12/2/2017,20,427,0,organic,UK
47,5/2/2017,20,322,0,organic,UK
48,29/1/2017,15,452,0,organic,UK
49,22/1/2017,3,451,0,organic,UK
50,15/1/2017,0,457,0,organic,UK
51,8/1/2017,3,585,0,organic,UK
52,1/1/2017,0,369,0,organic,UK
0,31/12/2017,9,2797,0,organic,Italy
1,24/12/2017,29,1724,0,organic,Italy
2,17/12/2017,13,1539,0,organic,Italy
3,10/12/2017,14,1542,0,organic,Italy
4,3/12/2017,40,1355,0,organic,Italy
5,26/11/2017,28,1098,0,organic,Italy
6,19/11/2017,4,1261,0,organic,Italy
7,12/11/2017,24,1430,0,organic,Italy
8,5/11/2017,15,1535,4,organic,Italy
9,29/10/2017,7,1226,0,organic,Italy
10,22/10/2017,17,1569,0,organic,Italy
11,15/10/2017,15,1420,0,organic,Italy
12,8/10/2017,16,1103,0,organic,Italy
13,1/10/2017,18,1128,0,organic,Italy
14,24/9/2017,51,953,0,organic,Italy
15,17/9/2017,8,1268,0,organic,Italy
16,10/9/2017,20,1076,0,organic,Italy
17,3/9/2017,27,866,0,organic,Italy
18,27/8/2017,18,1150,0,organic,Italy
19,20/8/2017,10,1257,0,organic,Italy
20,13/8/2017,9,1183,0,organic,Italy
21,6/8/2017,8,1198,0,organic,Italy
22,30/7/2017,7,1304,0,organic,Italy
23,23/7/2017,7,1166,0,organic,Italy
24,16/7/2017,19,1316,0,organic,Italy
25,9/7/2017,9,1694,0,organic,Italy
26,2/7/2017,8,1677,0,organic,Italy
27,25/6/2017,12,1892,0,organic,Italy
28,18/6/2017,17,1617,0,organic,Italy
29,11/6/2017,10,1490,0,organic,Italy
30,4/6/2017,12,1676,0,organic,Italy
31,28/5/2017,21,1659,0,organic,Italy
32,21/5/2017,20,1409,0,organic,Italy
33,14/5/2017,61,1839,0,organic,Italy
34,7/5/2017,82,1773,0,organic,Italy
35,30/4/2017,86,2341,0,organic,Italy
36,23/4/2017,138,1028,0,organic,Italy
37,16/4/2017,68,1174,0,organic,Italy
38,9/4/2017,65,1219,0,organic,Italy
39,2/4/2017,81,1393,0,organic,Italy
40,26/3/2017,182,1192,0,organic,Italy
41,19/3/2017,155,1066,0,organic,Italy
42,12/3/2017,139,1200,0,organic,Italy
43,5/3/2017,100,1266,0,organic,Italy
44,26/2/2017,13,1275,0,organic,Italy
45,19/2/2017,14,1015,0,organic,Italy
46,12/2/2017,13,1111,14,organic,Italy
47,5/2/2017,7,2644,38,organic,Italy
48,29/1/2017,8,1127,0,organic,Italy
49,22/1/2017,10,969,0,organic,Italy
50,15/1/2017,12,1315,0,organic,Italy
51,8/1/2017,8,1134,0,organic,Italy
52,1/1/2017,15,2182,0,organic,Italy
0,31/12/2017,177,83,0,organic,Russia
1,24/12/2017,233,65,0,organic,Russia
2,17/12/2017,196,131,0,organic,Russia
3,10/12/2017,199,71,0,organic,Russia
4,3/12/2017,102,39,0,organic,Russia
5,26/11/2017,217,58,0,organic,Russia
6,19/11/2017,257,69,0,organic,Russia
7,12/11/2017,251,105,0,organic,Russia
8,5/11/2017,175,93,0,organic,Russia
9,29/10/2017,217,115,0,organic,Russia
10,22/10/2017,231,136,0,organic,Russia
11,15/10/2017,159,154,0,organic,Russia
12,8/10/2017,324,149,0,organic,Russia
13,1/10/2017,278,111,0,organic,Russia
14,24/9/2017,278,134,0,organic,Russia
15,17/9/2017,274,140,0,organic,Russia
16,10/9/2017,408,156,0,organic,Russia
17,3/9/2017,367,160,0,organic,Russia
18,27/8/2017,193,182,0,organic,Russia
19,20/8/2017,75,228,0,organic,Russia
20,13/8/2017,5,416,0,organic,Russia
21,6/8/2017,0,312,0,organic,Russia
22,30/7/2017,10,451,0,organic,Russia
23,23/7/2017,6,427,0,organic,Russia
24,16/7/2017,5,446,0,organic,Russia
25,9/7/2017,6,393,0,organic,Russia
26,2/7/2017,4,473,0,organic,Russia
27,25/6/2017,16,440,0,organic,Russia
28,18/6/2017,28,544,0,organic,Russia
29,11/6/2017,5,645,0,organic,Russia
30,4/6/2017,4,492,0,organic,Russia
31,28/5/2017,0,711,0,organic,Russia
32,21/5/2017,7,844,0,organic,Russia
33,14/5/2017,0,548,0,organic,Russia
34,7/5/2017,0,651,0,organic,Russia
35,30/4/2017,2,508,0,organic,Russia
36,23/4/2017,7,385,0,organic,Russia
37,16/4/2017,9,526,0,organic,Russia
38,9/4/2017,0,547,0,organic,Russia
39,2/4/2017,1,924,0,organic,Russia
40,26/3/2017,0,451,0,organic,Russia
41,19/3/2017,2,293,0,organic,Russia
42,12/3/2017,0,286,0,organic,Russia
43,5/3/2017,10,1405,0,organic,Russia
44,26/2/2017,5,606,0,organic,Russia
45,19/2/2017,0,1112,0,organic,Russia
46,12/2/2017,0,370,0,organic,Russia
47,5/2/2017,6,258,0,organic,Russia
48,29/1/2017,2,347,0,organic,Russia
49,22/1/2017,9,139,0,organic,Russia
50,15/1/2017,7,185,0,organic,Russia
51,8/1/2017,13,175,0,organic,Russia
52,1/1/2017,9,321,0,organic,Russia
0,31/12/2017,46373,55040,0,organic,NewZealand
1,24/12/2017,25276,58177,0,organic,NewZealand
2,17/12/2017,24044,55285,0,organic,NewZealand
3,10/12/2017,31271,46281,0,organic,NewZealand
4,3/12/2017,23984,47847,0,organic,NewZealand
5,26/11/2017,23310,47380,0,organic,NewZealand
6,19/11/2017,25969,47146,0,organic,NewZealand
7,12/11/2017,29124,43953,2,organic,NewZealand
8,5/11/2017,27876,67332,0,organic,NewZealand
9,29/10/2017,29243,48087,0,organic,NewZealand
10,22/10/2017,27493,48685,0,organic,NewZealand
11,15/10/2017,25514,44390,0,organic,NewZealand
12,8/10/2017,26222,53539,0,organic,NewZealand
13,1/10/2017,31037,59949,0,organic,NewZealand
14,24/9/2017,34599,63108,2,organic,NewZealand
15,17/9/2017,48806,66115,0,organic,NewZealand
16,10/9/2017,40795,62854,0,organic,NewZealand
17,3/9/2017,33579,64299,0,organic,NewZealand
18,27/8/2017,31150,48281,0,organic,NewZealand
19,20/8/2017,28993,44771,2,organic,NewZealand
20,13/8/2017,27835,44903,0,organic,NewZealand
21,6/8/2017,18668,42687,0,organic,NewZealand
22,30/7/2017,15244,40785,0,organic,NewZealand
23,23/7/2017,20884,52053,5,organic,NewZealand
24,16/7/2017,18861,52718,9,organic,NewZealand
25,9/7/2017,18593,54586,5,organic,NewZealand
26,2/7/2017,20970,58902,9,organic,NewZealand
27,25/6/2017,23368,53252,0,organic,NewZealand
28,18/6/2017,32418,60616,0,organic,NewZealand
29,11/6/2017,32283,64309,6,organic,NewZealand
30,4/6/2017,31579,80019,12,organic,NewZealand
31,28/5/2017,31706,68967,13,organic,NewZealand
32,21/5/2017,28908,67866,8,organic,NewZealand
33,14/5/2017,29347,61178,8,organic,NewZealand
34,7/5/2017,27955,80576,2,organic,NewZealand
35,30/4/2017,29040,67607,8,organic,NewZealand
36,23/4/2017,28028,69004,5,organic,NewZealand
37,16/4/2017,28602,68759,8,organic,NewZealand
38,9/4/2017,30319,66541,8,organic,NewZealand
39,2/4/2017,31382,69458,17,organic,NewZealand
40,26/3/2017,34619,71543,8,organic,NewZealand
41,19/3/2017,25435,81224,39,organic,NewZealand
42,12/3/2017,26373,73289,9,organic,NewZealand
43,5/3/2017,28614,65742,6,organic,NewZealand
44,26/2/2017,26444,69372,3,organic,NewZealand
45,19/2/2017,27932,71026,3,organic,NewZealand
46,12/2/2017,27368,55813,20,organic,NewZealand
47,5/2/2017,37220,82017,9,organic,NewZealand
48,29/1/2017,30959,65973,23,organic,NewZealand
49,22/1/2017,28035,54343,6,organic,NewZealand
50,15/1/2017,27811,58090,3,organic,NewZealand
51,8/1/2017,33563,69672,5,organic,NewZealand
52,1/1/2017,31268,65430,6,organic,NewZealand
0,31/12/2017,35,5197,199,organic,Chile
1,24/12/2017,7,3987,214,organic,Chile
2,17/12/2017,1,4730,228,organic,Chile
3,10/12/2017,4,4293,202,organic,Chile
4,3/12/2017,20,4864,211,organic,Chile
5,26/11/2017,21,3663,158,organic,Chile
6,19/11/2017,7,3854,131,organic,Chile
7,12/11/2017,16,3865,177,organic,Chile
8,5/11/2017,31,4551,194,organic,Chile
9,29/10/2017,43,3777,161,organic,Chile
10,22/10/2017,36,4320,181,organic,Chile
11,15/10/2017,64,3477,161,organic,Chile
12,8/10/2017,31,3911,131,organic,Chile
13,1/10/2017,13,4182,174,organic,Chile
14,24/9/2017,22,4285,118,organic,Chile
15,17/9/2017,23,4306,157,organic,Chile
16,10/9/2017,69,4094,222,organic,Chile
17,3/9/2017,18,4696,242,organic,Chile
18,27/8/2017,66,4586,175,organic,Chile
19,20/8/2017,92,4682,201,organic,Chile
20,13/8/2017,33,4739,243,organic,Chile
21,6/8/2017,29,4984,251,organic,Chile
22,30/7/2017,27,5055,322,organic,Chile
23,23/7/2017,23,5298,391,organic,Chile
24,16/7/2017,13,5361,377,organic,Chile
25,9/7/2017,6,5370,348,organic,Chile
26,2/7/2017,46,5111,372,organic,Chile
27,25/6/2017,32,5153,284,organic,Chile
28,18/6/2017,80,4880,337,organic,Chile
29,11/6/2017,285,4583,302,organic,Chile
30,4/6/2017,296,4784,343,organic,Chile
31,28/5/2017,314,5327,398,organic,Chile
32,21/5/2017,257,4833,439,organic,Chile
33,14/5/2017,421,6462,585,organic,Chile
34,7/5/2017,146,5187,414,organic,Chile
35,30/4/2017,291,4785,414,organic,Chile
36,23/4/2017,281,4591,403,organic,Chile
37,16/4/2017,300,6235,655,organic,Chile
38,9/4/2017,248,5760,705,organic,Chile
39,2/4/2017,278,6849,639,organic,Chile
40,26/3/2017,276,5908,559,organic,Chile
41,19/3/2017,290,4579,556,organic,Chile
42,12/3/2017,227,4486,589,organic,Chile
43,5/3/2017,330,3724,437,organic,Chile
44,26/2/2017,220,3918,542,organic,Chile
45,19/2/2017,300,4077,599,organic,Chile
46,12/2/2017,148,4040,419,organic,Chile
47,5/2/2017,141,3541,461,organic,Chile
48,29/1/2017,132,4706,521,organic,Chile
49,22/1/2017,92,3487,449,organic,Chile
50,15/1/2017,149,4643,570,organic,Chile
51,8/1/2017,235,4457,620,organic,Chile
52,1/1/2017,121,3135,489,organic,Chile
0,31/12/2017,142,16241,0,organic,Germany
1,24/12/2017,324,21630,0,organic,Germany
2,17/12/2017,946,21148,0,organic,Germany
3,10/12/2017,180,30866,0,organic,Germany
4,3/12/2017,22,24947,0,organic,Germany
5,26/11/2017,36,19019,0,organic,Germany
6,19/11/2017,29,20560,0,organic,Germany
7,12/11/2017,25,25147,0,organic,Germany
8,5/11/2017,25,31160,0,organic,Germany
9,29/10/2017,29,28054,0,organic,Germany
10,22/10/2017,38,23237,0,organic,Germany
11,15/10/2017,24,30172,0,organic,Germany
12,8/10/2017,51,31925,0,organic,Germany
13,1/10/2017,61,25187,0,organic,Germany
14,24/9/2017,111,25900,0,organic,Germany
15,17/9/2017,124,20717,0,organic,Germany
16,10/9/2017,246,17924,0,organic,Germany
17,3/9/2017,107,11897,0,organic,Germany
18,27/8/2017,92,18594,0,organic,Germany
19,20/8/2017,52,5014,0,organic,Germany
20,13/8/2017,65,6950,0,organic,Germany
21,6/8/2017,39,7883,0,organic,Germany
22,30/7/2017,94,31701,0,organic,Germany
23,23/7/2017,88,31152,0,organic,Germany
24,16/7/2017,84,35396,0,organic,Germany
25,9/7/2017,102,33440,0,organic,Germany
26,2/7/2017,89,33042,0,organic,Germany
27,25/6/2017,152,33078,0,organic,Germany
28,18/6/2017,48,34824,0,organic,Germany
29,11/6/2017,69,42911,0,organic,Germany
30,4/6/2017,42,43897,0,organic,Germany
31,28/5/2017,62,43856,0,organic,Germany
32,21/5/2017,35,40715,0,organic,Germany
33,14/5/2017,72,36511,0,organic,Germany
34,7/5/2017,43,39979,0,organic,Germany
35,30/4/2017,40,44554,0,organic,Germany
36,23/4/2017,144,46354,0,organic,Germany
37,16/4/2017,190,63661,0,organic,Germany
38,9/4/2017,299,53040,0,organic,Germany
39,2/4/2017,539,51260,0,organic,Germany
40,26/3/2017,1252,43428,0,organic,Germany
41,19/3/2017,1720,40737,0,organic,Germany
42,12/3/2017,262,29577,0,organic,Germany
43,5/3/2017,445,42428,0,organic,Germany
44,26/2/2017,799,37769,0,organic,Germany
45,19/2/2017,325,28156,0,organic,Germany
46,12/2/2017,49,32793,0,organic,Germany
47,5/2/2017,82,39289,0,organic,Germany
48,29/1/2017,87,40555,0,organic,Germany
49,22/1/2017,53,43587,0,organic,Germany
50,15/1/2017,78,34378,0,organic,Germany
51,8/1/2017,71,23893,0,organic,Germany
52,1/1/2017,37,34077,0,organic,Germany
0,31/12/2017,483,4218,0,organic,Canada
1,24/12/2017,444,5455,0,organic,Canada
2,17/12/2017,371,4597,0,organic,Canada
3,10/12/2017,253,4172,0,organic,Canada
4,3/12/2017,184,3717,0,organic,Canada
5,26/11/2017,133,2992,0,organic,Canada
6,19/11/2017,294,3450,0,organic,Canada
7,12/11/2017,204,3368,0,organic,Canada
8,5/11/2017,194,2941,0,organic,Canada
9,29/10/2017,172,3285,0,organic,Canada
10,22/10/2017,265,3671,0,organic,Canada
11,15/10/2017,258,4240,0,organic,Canada
12,8/10/2017,247,4266,0,organic,Canada
13,1/10/2017,398,4418,0,organic,Canada
14,24/9/2017,351,3639,0,organic,Canada
15,17/9/2017,295,3983,0,organic,Canada
16,10/9/2017,314,4231,0,organic,Canada
17,3/9/2017,341,3270,0,organic,Canada
18,27/8/2017,270,3293,0,organic,Canada
19,20/8/2017,249,3688,0,organic,Canada
20,13/8/2017,219,4076,0,organic,Canada
21,6/8/2017,221,4753,0,organic,Canada
22,30/7/2017,286,6566,0,organic,Canada
23,23/7/2017,365,11735,0,organic,Canada
24,16/7/2017,202,5849,0,organic,Canada
25,9/7/2017,172,4678,0,organic,Canada
26,2/7/2017,201,4917,0,organic,Canada
27,25/6/2017,236,4991,0,organic,Canada
28,18/6/2017,343,8331,0,organic,Canada
29,11/6/2017,298,5883,0,organic,Canada
30,4/6/2017,307,4900,0,organic,Canada
31,28/5/2017,326,4913,0,organic,Canada
32,21/5/2017,257,5820,0,organic,Canada
33,14/5/2017,240,5967,0,organic,Canada
34,7/5/2017,287,7275,0,organic,Canada
35,30/4/2017,243,4877,0,organic,Canada
36,23/4/2017,195,4323,0,organic,Canada
37,16/4/2017,290,4390,0,organic,Canada
38,9/4/2017,252,4494,0,organic,Canada
39,2/4/2017,303,4768,0,organic,Canada
40,26/3/2017,245,4884,0,organic,Canada
41,19/3/2017,303,6026,0,organic,Canada
42,12/3/2017,326,5300,0,organic,Canada
43,5/3/2017,224,4749,0,organic,Canada
44,26/2/2017,253,4473,0,organic,Canada
45,19/2/2017,225,5734,0,organic,Canada
46,12/2/2017,287,6528,0,organic,Canada
47,5/2/2017,198,4655,0,organic,Canada
48,29/1/2017,241,4264,0,organic,Canada
49,22/1/2017,236,4884,0,organic,Canada
50,15/1/2017,364,5229,0,organic,Canada
51,8/1/2017,323,6802,0,organic,Canada
52,1/1/2017,352,8558,0,organic,Canada
0,31/12/2017,446,1042,0,organic,Mexico
1,24/12/2017,348,1174,0,organic,Mexico
2,17/12/2017,411,1350,1,organic,Mexico
3,10/12/2017,423,1208,0,organic,Mexico
4,3/12/2017,413,1265,0,organic,Mexico
5,26/11/2017,428,1501,0,organic,Mexico
6,19/11/2017,539,1545,0,organic,Mexico
7,12/11/2017,590,1464,0,organic,Mexico
8,5/11/2017,569,1069,0,organic,Mexico
9,29/10/2017,550,1472,0,organic,Mexico
10,22/10/2017,547,1829,0,organic,Mexico
11,15/10/2017,584,1788,0,organic,Mexico
12,8/10/2017,584,1941,0,organic,Mexico
13,1/10/2017,600,2056,0,organic,Mexico
14,24/9/2017,572,1882,0,organic,Mexico
15,17/9/2017,656,1882,0,organic,Mexico
16,10/9/2017,647,2092,0,organic,Mexico
17,3/9/2017,525,1737,0,organic,Mexico
18,27/8/2017,548,1242,0,organic,Mexico
19,20/8/2017,581,1816,0,organic,Mexico
20,13/8/2017,746,2180,0,organic,Mexico
21,6/8/2017,560,1981,0,organic,Mexico
22,30/7/2017,639,2113,0,organic,Mexico
23,23/7/2017,506,3601,0,organic,Mexico
24,16/7/2017,694,3254,0,organic,Mexico
25,9/7/2017,584,2285,0,organic,Mexico
26,2/7/2017,477,1908,0,organic,Mexico
27,25/6/2017,327,1746,0,organic,Mexico
28,18/6/2017,464,2943,0,organic,Mexico
29,11/6/2017,597,3255,0,organic,Mexico
30,4/6/2017,727,3262,0,organic,Mexico
31,28/5/2017,645,3161,0,organic,Mexico
32,21/5/2017,641,3255,0,organic,Mexico
33,14/5/2017,666,3418,0,organic,Mexico
34,7/5/2017,696,3430,0,organic,Mexico
35,30/4/2017,784,3774,0,organic,Mexico
36,23/4/2017,710,2797,0,organic,Mexico
37,16/4/2017,764,2797,0,organic,Mexico
38,9/4/2017,757,3087,0,organic,Mexico
39,2/4/2017,801,3980,0,organic,Mexico
40,26/3/2017,632,3717,0,organic,Mexico
41,19/3/2017,695,3641,0,organic,Mexico
42,12/3/2017,657,3678,0,organic,Mexico
43,5/3/2017,702,3008,0,organic,Mexico
44,26/2/2017,659,3386,0,organic,Mexico
45,19/2/2017,682,3153,0,organic,Mexico
46,12/2/2017,750,2490,0,organic,Mexico
47,5/2/2017,688,2992,0,organic,Mexico
48,29/1/2017,801,3370,0,organic,Mexico
49,22/1/2017,627,2305,0,organic,Mexico
50,15/1/2017,626,2307,0,organic,Mexico
51,8/1/2017,580,2132,0,organic,Mexico
52,1/1/2017,773,2724,0,organic,Mexico
0,31/12/2017,3746,327,0,organic,Africa
1,24/12/2017,4617,479,0,organic,Africa
2,17/12/2017,3364,338,0,organic,Africa
3,10/12/2017,3195,334,0,organic,Africa
4,3/12/2017,4177,330,0,organic,Africa
5,26/11/2017,3562,249,0,organic,Africa
6,19/11/2017,5229,296,0,organic,Africa
7,12/11/2017,5899,417,0,organic,Africa
8,5/11/2017,4533,324,0,organic,Africa
9,29/10/2017,4525,322,0,organic,Africa
